Datetime,hour,day,Energy
2025-01-06 21:00:00,21,0,50.3449560155969
2025-01-06 22:00:00,22,0,52.159914314562975
2025-01-06 23:00:00,23,0,59.61426604165669
2025-01-07 00:00:00,0,1,26.208730346410245
2025-01-07 01:00:00,1,1,20.574009712743315
2025-01-07 02:00:00,2,1,21.75341527293703
2025-01-07 03:00:00,3,1,31.071966951131472
2025-01-07 04:00:00,4,1,27.965901948641328
2025-01-07 05:00:00,5,1,31.92620649653522
2025-01-07 06:00:00,6,1,28.645216383450904
2025-01-07 07:00:00,7,1,31.003106145470127
2025-01-07 08:00:00,8,1,30.887030379474414
2025-01-07 09:00:00,9,1,33.44701187597742
2025-01-07 10:00:00,10,1,35.18606839031049
2025-01-07 11:00:00,11,1,39.78200128215589
2025-01-07 12:00:00,12,1,37.2160020558924
2025-01-07 13:00:00,13,1,38.747960146223804
2025-01-07 14:00:00,14,1,37.07897094848842
2025-01-07 15:00:00,15,1,44.84333865522906
2025-01-07 16:00:00,16,1,44.236887405117805
2025-01-07 17:00:00,17,1,41.167831792924055
2025-01-07 18:00:00,18,1,47.541383967977886
2025-01-07 19:00:00,19,1,49.135394135638535
2025-01-07 20:00:00,20,1,51.11648439494208
2025-01-07 21:00:00,21,1,53.27886298909434
2025-01-07 22:00:00,22,1,51.30318646795108
2025-01-07 23:00:00,23,1,52.77629749120547
2025-01-08 00:00:00,0,2,19.814280003289586
2025-01-08 01:00:00,1,2,22.03585072264045
2025-01-08 02:00:00,2,2,27.43171273744375
2025-01-08 03:00:00,3,2,23.931488125900668
2025-01-08 04:00:00,4,2,29.597915418013518
2025-01-08 05:00:00,5,2,25.348770853658667
2025-01-08 06:00:00,6,2,30.81551393230762
2025-01-08 07:00:00,7,2,29.839859431635396
2025-01-08 08:00:00,8,2,28.539263474632342
2025-01-08 09:00:00,9,2,33.021250810242556
2025-01-08 10:00:00,10,2,34.98552145752925
2025-01-08 11:00:00,11,2,34.63404796157822
2025-01-08 12:00:00,12,2,33.63255179960336
2025-01-08 13:00:00,13,2,36.40660935570339
2025-01-08 14:00:00,14,2,42.052013747537785
2025-01-08 15:00:00,15,2,44.01566390689701
2025-01-08 16:00:00,16,2,37.030295693986204
2025-01-08 17:00:00,17,2,42.473477717390395
2025-01-08 18:00:00,18,2,42.47763859667862
2025-01-08 19:00:00,19,2,45.93087124490892
2025-01-08 20:00:00,20,2,50.0750310491826
2025-01-08 21:00:00,21,2,49.197910584548424
2025-01-08 22:00:00,22,2,47.97825955769707
2025-01-08 23:00:00,23,2,57.8877651740038
2025-01-09 00:00:00,0,3,16.368288128642874
2025-01-09 01:00:00,1,3,23.216459865138738
2025-01-09 02:00:00,2,3,24.308781492572272
2025-01-09 03:00:00,3,3,22.712772512712995
2025-01-09 04:00:00,4,3,27.725808044123394
2025-01-09 05:00:00,5,3,27.682711202753655
2025-01-09 06:00:00,6,3,27.383890311028853
2025-01-09 07:00:00,7,3,33.40873282051515
2025-01-09 08:00:00,8,3,34.47537579430413
2025-01-09 09:00:00,9,3,33.69170123412864
2025-01-09 10:00:00,10,3,31.279982286293485
2025-01-09 11:00:00,11,3,30.854155136964238
2025-01-09 12:00:00,12,3,37.43717714104302
2025-01-09 13:00:00,13,3,36.84174408937005
2025-01-09 14:00:00,14,3,43.18621532914183
2025-01-09 15:00:00,15,3,41.56174386269701
2025-01-09 16:00:00,16,3,40.48952502598709
2025-01-09 17:00:00,17,3,44.89768345704996
2025-01-09 18:00:00,18,3,43.603237178654396
2025-01-09 19:00:00,19,3,46.82740129841085
2025-01-09 20:00:00,20,3,46.14240823489794
2025-01-09 21:00:00,21,3,44.78080946884205
2025-01-09 22:00:00,22,3,48.54922117747241
2025-01-09 23:00:00,23,3,45.864627027605614
2025-01-10 00:00:00,0,4,17.77674346261899
2025-01-10 01:00:00,1,4,23.192890210743244
2025-01-10 02:00:00,2,4,22.514641871740032
2025-01-10 03:00:00,3,4,26.958696306331692
2025-01-10 04:00:00,4,4,25.615002112657532
2025-01-10 05:00:00,5,4,24.790722551251015
2025-01-10 06:00:00,6,4,26.86755469947877
2025-01-10 07:00:00,7,4,26.725396379416146
2025-01-10 08:00:00,8,4,29.646649336191647
2025-01-10 09:00:00,9,4,28.972407068578327
2025-01-10 10:00:00,10,4,33.75352559250588
2025-01-10 11:00:00,11,4,38.73736214114803
2025-01-10 12:00:00,12,4,37.96257640400708
2025-01-10 13:00:00,13,4,36.61840364785796
2025-01-10 14:00:00,14,4,38.15250062572734
2025-01-10 15:00:00,15,4,39.877989618808606
2025-01-10 16:00:00,16,4,45.65000001860064
2025-01-10 17:00:00,17,4,38.48905577993009
2025-01-10 18:00:00,18,4,41.47452831198401
2025-01-10 19:00:00,19,4,48.80748396031405
2025-01-10 20:00:00,20,4,43.50094092621997
2025-01-10 21:00:00,21,4,54.61498216129927
2025-01-10 22:00:00,22,4,51.46052877479098
2025-01-10 23:00:00,23,4,51.45334987176075
2025-01-11 00:00:00,0,5,19.15729373776823
2025-01-11 01:00:00,1,5,20.977458606119605
2025-01-11 02:00:00,2,5,22.011120362882355
2025-01-11 03:00:00,3,5,22.202178638199044
2025-01-11 04:00:00,4,5,23.92755454608094
2025-01-11 05:00:00,5,5,25.286035039912772
2025-01-11 06:00:00,6,5,24.252702136758337
2025-01-11 07:00:00,7,5,34.342564439009195
2025-01-11 08:00:00,8,5,28.079186359592633
2025-01-11 09:00:00,9,5,31.762315815553865
2025-01-11 10:00:00,10,5,32.07480257662091
2025-01-11 11:00:00,11,5,33.83461299783604
2025-01-11 12:00:00,12,5,35.07639350805734
2025-01-11 13:00:00,13,5,32.78829190385261
2025-01-11 14:00:00,14,5,35.22005955360923
2025-01-11 15:00:00,15,5,38.57387760729914
2025-01-11 16:00:00,16,5,37.590794672154004
2025-01-11 17:00:00,17,5,44.49916893835648
2025-01-11 18:00:00,18,5,42.9354584623568
2025-01-11 19:00:00,19,5,44.92607232442983
2025-01-11 20:00:00,20,5,46.24853574653616
2025-01-11 21:00:00,21,5,43.390803048462736
2025-01-11 22:00:00,22,5,52.00155083390915
2025-01-11 23:00:00,23,5,50.48134384560367
2025-01-12 00:00:00,0,6,16.37664171343204
2025-01-12 01:00:00,1,6,18.30571954813475
2025-01-12 02:00:00,2,6,17.277337694105732
2025-01-12 03:00:00,3,6,24.240743941055907
2025-01-12 04:00:00,4,6,20.604780524793952
2025-01-12 05:00:00,5,6,21.060020919955285
2025-01-12 06:00:00,6,6,25.533718880868992
2025-01-12 07:00:00,7,6,28.668446529406005
2025-01-12 08:00:00,8,6,27.650852436553944
2025-01-12 09:00:00,9,6,28.501426668057242
2025-01-12 10:00:00,10,6,32.58545886155325
2025-01-12 11:00:00,11,6,30.16810215057677
2025-01-12 12:00:00,12,6,34.39021549594573
2025-01-12 13:00:00,13,6,40.20691156743477
2025-01-12 14:00:00,14,6,36.12394430056995
2025-01-12 15:00:00,15,6,41.31716728389153
2025-01-12 16:00:00,16,6,40.888960623690785
2025-01-12 17:00:00,17,6,43.34401539080994
2025-01-12 18:00:00,18,6,37.18216563184635
2025-01-12 19:00:00,19,6,42.52208505799694
2025-01-12 20:00:00,20,6,44.96179174830494
2025-01-12 21:00:00,21,6,48.3187837786023
2025-01-12 22:00:00,22,6,49.78145104060258
2025-01-12 23:00:00,23,6,52.17874311277114
2025-01-13 00:00:00,0,0,24.108179383000273
2025-01-13 01:00:00,1,0,23.57550475199618
2025-01-13 02:00:00,2,0,29.78971119520113
2025-01-13 03:00:00,3,0,28.74132491520813
2025-01-13 04:00:00,4,0,30.62797460828301
2025-01-13 05:00:00,5,0,26.02933352442079
2025-01-13 06:00:00,6,0,34.73456605353114
2025-01-13 07:00:00,7,0,29.421926606546624
2025-01-13 08:00:00,8,0,37.615885487999975
2025-01-13 09:00:00,9,0,35.18979276533058
2025-01-13 10:00:00,10,0,33.60341242394486
2025-01-13 11:00:00,11,0,36.867928130022165
2025-01-13 12:00:00,12,0,41.126934467250415
2025-01-13 13:00:00,13,0,44.23448103471916
2025-01-13 14:00:00,14,0,40.88535910998176
2025-01-13 15:00:00,15,0,40.465956282287785
2025-01-13 16:00:00,16,0,42.74346964470909
2025-01-13 17:00:00,17,0,48.49960063440997
2025-01-13 18:00:00,18,0,50.15314233508107
2025-01-13 19:00:00,19,0,48.9165990791959
2025-01-13 20:00:00,20,0,49.8665534322076
2025-01-13 21:00:00,21,0,50.89449756437969
2025-01-13 22:00:00,22,0,48.13927257189242
2025-01-13 23:00:00,23,0,54.599312381920726
2025-01-14 00:00:00,0,1,20.42430748022706
2025-01-14 01:00:00,1,1,21.140252653650666
2025-01-14 02:00:00,2,1,23.74873169691751
2025-01-14 03:00:00,3,1,26.213802703636926
2025-01-14 04:00:00,4,1,25.945171837648306
2025-01-14 05:00:00,5,1,26.27269417514897
2025-01-14 06:00:00,6,1,25.50712886125549
2025-01-14 07:00:00,7,1,31.29319949301753
2025-01-14 08:00:00,8,1,31.41223647720273
2025-01-14 09:00:00,9,1,30.290849227852
2025-01-14 10:00:00,10,1,35.26176212206098
2025-01-14 11:00:00,11,1,37.589969762098
2025-01-14 12:00:00,12,1,37.967617693435486
2025-01-14 13:00:00,13,1,40.72974251382525
2025-01-14 14:00:00,14,1,38.4028332934379
2025-01-14 15:00:00,15,1,47.26554319428936
2025-01-14 16:00:00,16,1,43.2481714942822
2025-01-14 17:00:00,17,1,48.634661034136904
2025-01-14 18:00:00,18,1,45.07835375156617
2025-01-14 19:00:00,19,1,49.643350713462745
2025-01-14 20:00:00,20,1,51.20856608610337
2025-01-14 21:00:00,21,1,52.900227651891846
2025-01-14 22:00:00,22,1,53.41607500762154
2025-01-14 23:00:00,23,1,52.20765250762335
2025-01-15 00:00:00,0,2,18.315528725668575
2025-01-15 01:00:00,1,2,22.69095878148232
2025-01-15 02:00:00,2,2,25.725069907402453
2025-01-15 03:00:00,3,2,22.73991558406324
2025-01-15 04:00:00,4,2,27.33549617743917
2025-01-15 05:00:00,5,2,25.92514988877327
2025-01-15 06:00:00,6,2,30.572082845278086
2025-01-15 07:00:00,7,2,34.084183030917536
2025-01-15 08:00:00,8,2,32.833137144502274
2025-01-15 09:00:00,9,2,32.85859858309972
2025-01-15 10:00:00,10,2,37.65325919251676
2025-01-15 11:00:00,11,2,37.41926617291766
2025-01-15 12:00:00,12,2,39.4096738204153
2025-01-15 13:00:00,13,2,38.77701804995848
2025-01-15 14:00:00,14,2,42.87844411826624
2025-01-15 15:00:00,15,2,41.743656255916704
2025-01-15 16:00:00,16,2,42.25479318742508
2025-01-15 17:00:00,17,2,46.17226321699704
2025-01-15 18:00:00,18,2,44.11522277321495
2025-01-15 19:00:00,19,2,45.917951284921585
2025-01-15 20:00:00,20,2,47.99383711201172
2025-01-15 21:00:00,21,2,49.17792300981594
2025-01-15 22:00:00,22,2,53.107166949751644
2025-01-15 23:00:00,23,2,51.6520526645718
2025-01-16 00:00:00,0,3,22.077017725154295
2025-01-16 01:00:00,1,3,21.241379656817177
2025-01-16 02:00:00,2,3,21.85974944602584
2025-01-16 03:00:00,3,3,25.21787772196214
2025-01-16 04:00:00,4,3,22.481768282971323
2025-01-16 05:00:00,5,3,25.871970743614245
2025-01-16 06:00:00,6,3,30.35433069335293
2025-01-16 07:00:00,7,3,28.939164322877332
2025-01-16 08:00:00,8,3,33.43419620319217
2025-01-16 09:00:00,9,3,32.80800509139868
2025-01-16 10:00:00,10,3,29.800697417318535
2025-01-16 11:00:00,11,3,32.2630937872399
2025-01-16 12:00:00,12,3,37.58744235033318
2025-01-16 13:00:00,13,3,39.338145379186436
2025-01-16 14:00:00,14,3,37.23503809420276
2025-01-16 15:00:00,15,3,46.011206945992484
2025-01-16 16:00:00,16,3,44.78451822993448
2025-01-16 17:00:00,17,3,47.34384765756529
2025-01-16 18:00:00,18,3,44.46819998062768
2025-01-16 19:00:00,19,3,48.97323865079876
2025-01-16 20:00:00,20,3,47.759723179468686
2025-01-16 21:00:00,21,3,50.59768718059413
2025-01-16 22:00:00,22,3,48.014209375176996
2025-01-16 23:00:00,23,3,50.05043271016407
2025-01-17 00:00:00,0,4,20.299849315633463
2025-01-17 01:00:00,1,4,21.731571966736738
2025-01-17 02:00:00,2,4,21.35589827971241
2025-01-17 03:00:00,3,4,22.441592266158672
2025-01-17 04:00:00,4,4,25.51100055267414
2025-01-17 05:00:00,5,4,22.171316639971238
2025-01-17 06:00:00,6,4,27.973256117572106
2025-01-17 07:00:00,7,4,28.343281710785273
2025-01-17 08:00:00,8,4,28.36831928691989
2025-01-17 09:00:00,9,4,26.488052974870108
2025-01-17 10:00:00,10,4,38.10102189543933
2025-01-17 11:00:00,11,4,32.53066526242981
2025-01-17 12:00:00,12,4,32.95262970270082
2025-01-17 13:00:00,13,4,37.76257106116222
2025-01-17 14:00:00,14,4,38.57555744449836
2025-01-17 15:00:00,15,4,39.35302034347068
2025-01-17 16:00:00,16,4,43.99528315479071
2025-01-17 17:00:00,17,4,42.43696849005172
2025-01-17 18:00:00,18,4,43.52257050388885
2025-01-17 19:00:00,19,4,40.21466623644068
2025-01-17 20:00:00,20,4,46.32482001695306
2025-01-17 21:00:00,21,4,48.72951054982464
2025-01-17 22:00:00,22,4,51.53757283359903
2025-01-17 23:00:00,23,4,51.334616324794176
2025-01-18 00:00:00,0,5,17.4342449163917
2025-01-18 01:00:00,1,5,15.279405164598218
2025-01-18 02:00:00,2,5,25.21880238856717
2025-01-18 03:00:00,3,5,18.10879696980431
2025-01-18 04:00:00,4,5,20.1100481002811
2025-01-18 05:00:00,5,5,26.54511179564292
2025-01-18 06:00:00,6,5,21.275259914322405
2025-01-18 07:00:00,7,5,26.29421070224404
2025-01-18 08:00:00,8,5,26.439219625860677
2025-01-18 09:00:00,9,5,29.44984982966912
2025-01-18 10:00:00,10,5,31.07550036577933
2025-01-18 11:00:00,11,5,33.23454566910875
2025-01-18 12:00:00,12,5,38.94281637291665
2025-01-18 13:00:00,13,5,40.23794676684517
2025-01-18 14:00:00,14,5,41.98879779449969
2025-01-18 15:00:00,15,5,41.97258095612577
2025-01-18 16:00:00,16,5,42.912979661140184
2025-01-18 17:00:00,17,5,43.869670020877095
2025-01-18 18:00:00,18,5,43.42160438449048
2025-01-18 19:00:00,19,5,47.79575464438316
2025-01-18 20:00:00,20,5,48.08008394427906
2025-01-18 21:00:00,21,5,50.9918648300343
2025-01-18 22:00:00,22,5,49.490519465949184
2025-01-18 23:00:00,23,5,48.836533431558365
2025-01-19 00:00:00,0,6,19.808500199769128
2025-01-19 01:00:00,1,6,17.90342812789172
2025-01-19 02:00:00,2,6,18.217484620480874
2025-01-19 03:00:00,3,6,21.557723659182596
2025-01-19 04:00:00,4,6,21.493277652157182
2025-01-19 05:00:00,5,6,18.862418115015515
2025-01-19 06:00:00,6,6,22.51603182460376
2025-01-19 07:00:00,7,6,27.09260793247053
2025-01-19 08:00:00,8,6,27.06212042219642
2025-01-19 09:00:00,9,6,31.53058830345391
2025-01-19 10:00:00,10,6,33.337420297628285
2025-01-19 11:00:00,11,6,31.465070117236525
2025-01-19 12:00:00,12,6,36.03540699962361
2025-01-19 13:00:00,13,6,35.046838102836915
2025-01-19 14:00:00,14,6,35.54999523584637
2025-01-19 15:00:00,15,6,37.40292477116018
2025-01-19 16:00:00,16,6,38.61883535752667
2025-01-19 17:00:00,17,6,40.88307287927869
2025-01-19 18:00:00,18,6,44.40710317241657
2025-01-19 19:00:00,19,6,42.066507805557634
2025-01-19 20:00:00,20,6,43.800203670358165
2025-01-19 21:00:00,21,6,47.3199603231325
2025-01-19 22:00:00,22,6,44.46314968651935
2025-01-19 23:00:00,23,6,46.943907254764355
2025-01-20 00:00:00,0,0,25.52837754593853
2025-01-20 01:00:00,1,0,26.122308953218244
2025-01-20 02:00:00,2,0,18.713699273549416
2025-01-20 03:00:00,3,0,28.894101113297744
2025-01-20 04:00:00,4,0,28.634558419180202
2025-01-20 05:00:00,5,0,27.48213775159893
2025-01-20 06:00:00,6,0,29.292140044788866
2025-01-20 07:00:00,7,0,30.55293768070028
2025-01-20 08:00:00,8,0,34.44123628953158
2025-01-20 09:00:00,9,0,34.44619503721799
2025-01-20 10:00:00,10,0,32.93828610023009
2025-01-20 11:00:00,11,0,38.42217939332127
2025-01-20 12:00:00,12,0,37.54132467359801
2025-01-20 13:00:00,13,0,43.95620029611615
2025-01-20 14:00:00,14,0,40.65139472480568
2025-01-20 15:00:00,15,0,41.220817533413
2025-01-20 16:00:00,16,0,46.232115597243215
2025-01-20 17:00:00,17,0,45.33637960391216
2025-01-20 18:00:00,18,0,45.79978455029627
2025-01-20 19:00:00,19,0,49.427155252401725
2025-01-20 20:00:00,20,0,50.81807785362055
2025-01-20 21:00:00,21,0,55.47197441643167
2025-01-20 22:00:00,22,0,53.929410873768916
2025-01-20 23:00:00,23,0,55.509040237272835
2025-01-21 00:00:00,0,1,23.756408512322995
2025-01-21 01:00:00,1,1,21.497206158836477
2025-01-21 02:00:00,2,1,22.755344627013617
2025-01-21 03:00:00,3,1,22.26235021662054
2025-01-21 04:00:00,4,1,26.23932076088375
2025-01-21 05:00:00,5,1,27.865716927121564
2025-01-21 06:00:00,6,1,31.835023804500615
2025-01-21 07:00:00,7,1,31.126628736999795
2025-01-21 08:00:00,8,1,33.67882306145257
2025-01-21 09:00:00,9,1,36.62936056364446
2025-01-21 10:00:00,10,1,35.65738984235229
2025-01-21 11:00:00,11,1,38.79172546135284
2025-01-21 12:00:00,12,1,38.57853666811353
2025-01-21 13:00:00,13,1,38.709784041142946
2025-01-21 14:00:00,14,1,41.07453907464035
2025-01-21 15:00:00,15,1,39.36629718066594
2025-01-21 16:00:00,16,1,47.98893214443535
2025-01-21 17:00:00,17,1,42.600360245151805
2025-01-21 18:00:00,18,1,44.98106408686859
2025-01-21 19:00:00,19,1,48.17961477800951
2025-01-21 20:00:00,20,1,48.70053766163767
2025-01-21 21:00:00,21,1,49.926952605520604
2025-01-21 22:00:00,22,1,49.416299745434216
2025-01-21 23:00:00,23,1,54.74631434148781
2025-01-22 00:00:00,0,2,16.754457669634803
2025-01-22 01:00:00,1,2,27.69615844566523
2025-01-22 02:00:00,2,2,26.618892128483427
2025-01-22 03:00:00,3,2,25.000870983679263
2025-01-22 04:00:00,4,2,24.10644448148617
2025-01-22 05:00:00,5,2,26.622397065890098
2025-01-22 06:00:00,6,2,30.257577775640605
2025-01-22 07:00:00,7,2,27.025395863148805
2025-01-22 08:00:00,8,2,31.733608022061553
2025-01-22 09:00:00,9,2,34.277796422867894
2025-01-22 10:00:00,10,2,34.152289920312235
2025-01-22 11:00:00,11,2,41.402363824770205
2025-01-22 12:00:00,12,2,35.85662117175569
2025-01-22 13:00:00,13,2,37.8511200066165
2025-01-22 14:00:00,14,2,41.08007600996004
2025-01-22 15:00:00,15,2,37.603407868126325
2025-01-22 16:00:00,16,2,40.7149265016384
2025-01-22 17:00:00,17,2,42.91905752719189
2025-01-22 18:00:00,18,2,45.931523077829894
2025-01-22 19:00:00,19,2,43.6926589610574
2025-01-22 20:00:00,20,2,52.47050494222972
2025-01-22 21:00:00,21,2,54.32654435508573
2025-01-22 22:00:00,22,2,56.64184039952781
2025-01-22 23:00:00,23,2,54.34511893031547
2025-01-23 00:00:00,0,3,22.06060557082225
2025-01-23 01:00:00,1,3,21.40980748878664
2025-01-23 02:00:00,2,3,21.242385457000616
2025-01-23 03:00:00,3,3,20.92990519402827
2025-01-23 04:00:00,4,3,22.108760741639788
2025-01-23 05:00:00,5,3,24.49436041982704
2025-01-23 06:00:00,6,3,26.017855872901503
2025-01-23 07:00:00,7,3,25.628248875971494
2025-01-23 08:00:00,8,3,31.76715437011854
2025-01-23 09:00:00,9,3,35.98776554918656
2025-01-23 10:00:00,10,3,32.55322713928109
2025-01-23 11:00:00,11,3,34.93346737327908
2025-01-23 12:00:00,12,3,36.58542980733082
2025-01-23 13:00:00,13,3,33.05250214025837
2025-01-23 14:00:00,14,3,40.455182004283735
2025-01-23 15:00:00,15,3,38.90099110280982
2025-01-23 16:00:00,16,3,41.9961682206633
2025-01-23 17:00:00,17,3,49.02434190588885
2025-01-23 18:00:00,18,3,43.89092241050859
2025-01-23 19:00:00,19,3,48.973215365161664
2025-01-23 20:00:00,20,3,48.9391937554661
2025-01-23 21:00:00,21,3,49.437209002410754
2025-01-23 22:00:00,22,3,51.06976347697275
2025-01-23 23:00:00,23,3,52.61349930646804
2025-01-24 00:00:00,0,4,17.293364592799072
2025-01-24 01:00:00,1,4,19.29279350623102
2025-01-24 02:00:00,2,4,25.129898657086425
2025-01-24 03:00:00,3,4,18.523786774903083
2025-01-24 04:00:00,4,4,22.14328825790685
2025-01-24 05:00:00,5,4,25.405040596090707
2025-01-24 06:00:00,6,4,25.237885424174365
